Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Smiskaret 81,46/51/0/0,5662000,70,320000,3643400,1.8,6558,Ingen
Smiskaret 93,46/52/0/0,5013000,70,320000,3189100,1.8,5740,Ingen
Sveberg Hommelvik 0,46/53/0/0,4375000,70,320000,2742500,1.8,4936,Ingen
Smiskaret 55,46/54/0/0,5108000,70,320000,3255600,1.8,5860,Ingen
Smiskaret 80A,46/56/0/0,8479000,70,320000,5615300,1.8,10107,Ingen
Smiskaret 59,46/60/0/0,4965000,70,320000,3155500,1.8,5679,Ingen
Midtsandvegen 26,46/61/0/0,1305000,70,320000,593500,1.8,1068,Ingen
Sjøtrøa 11,46/62/0/0,19540000,70,1280000,12398000,1.8,22316,Ingen
Sjøtrøa 19,46/63/0/0,6171000,70,320000,3999700,1.8,7199,Ingen
Sjøtrøa 21,46/64/0/0,5447000,70,320000,3492900,1.8,6287,Ingen
Sjøtrøa 25,46/65/0/0,7221000,70,320000,4734700,1.8,8522,Ingen
Smiskaret 74,46/66/0/0,6805000,70,320000,4443500,1.8,7998,Ingen
Fjæra 0,46/67/0/0,56000,100,0,56000,1.8,100,Ingen
Smiskaret 31,46/68/0/0,6171000,70,320000,3999700,1.8,7199,Ingen
Smiskaret 29,46/69/0/0,6001000,70,320000,3880700,1.8,6985,Ingen
Smiskaret 5,46/74/0/0,5930000,70,320000,3831000,1.8,6895,Ingen
Smiskaret 7,46/75/0/0,5179000,70,640000,2985300,1.8,5373,Ingen
Smiskaret 9,46/76/0/0,6019000,70,320000,3893300,1.8,7007,Ingen
Smiskaret 11,46/77/0/0,6767000,70,320000,4416900,1.8,7950,Ingen
Smiskaret 13A,46/78/0/0,5536000,70,320000,3555200,1.8,6399,Ingen
Smiskaret 15,46/79/0/0,6258000,70,640000,3740600,1.8,6733,Ingen
Smiskaret 17,46/80/0/0,5617000,70,320000,3611900,1.8,6501,Ingen
Smiskaret 19,46/81/0/0,6040000,70,320000,3908000,1.8,7034,Ingen
Smiskaret 21,46/82/0/0,4324000,70,320000,2706800,1.8,4872,Ingen
Smiskaret 23,46/83/0/0,3892000,70,640000,2084400,1.8,3751,Ingen
Smiskaret 25,46/84/0/0,6019000,70,640000,3573300,1.8,6431,Ingen
Smiskaret 27,46/85/0/0,5819000,70,320000,3753300,1.8,6755,Ingen
Smiskaret 33,46/86/0/0,6724000,70,320000,4386800,1.8,7896,Ingen
Smiskaret 35,46/87/0/0,6236000,70,640000,3725200,1.8,6705,Ingen
Smiskaret 37,46/88/0/0,4475000,70,320000,2812500,1.8,5062,Ingen
Smiskaret 39,46/89/0/0,7559000,70,960000,4331300,1.8,7796,Ingen
Smiskaret 41,46/90/0/0,5267000,70,320000,3366900,1.8,6060,Ingen
Smiskaret 43,46/91/0/0,4359000,70,640000,2411300,1.8,4340,Ingen
Smiskaret 45,46/92/0/0,4265000,70,320000,2665500,1.8,4797,Ingen
Smiskaret 47,46/93/0/0,4575000,70,320000,2882500,1.8,5188,Ingen
Smiskaret 49,46/94/0/0,5480000,70,320000,3516000,1.8,6328,Ingen
Smiskaret 51,46/95/0/0,6150000,70,320000,3985000,1.8,7173,Ingen
Smiskaret 61,46/96/0/0,5886000,70,640000,3480200,1.8,6264,Ingen
Smiskaret 65,46/98/0/0,8519000,70,640000,5323300,1.8,9581,Ingen
Smiskaret 67,46/99/0/0,7413000,70,640000,4549100,1.8,8188,Ingen
Smiskaret 69,46/100/0/0,6115000,70,640000,3640500,1.8,6552,Ingen
Smiskaret 79,46/101/0/0,9190000,70,640000,5793000,1.8,10427,Ingen
Smiskaret 83,46/102/0/0,0,100,0,0,1.8,0,Ingen
Smiskaret 85,46/103/0/0,6062000,70,640000,3603400,1.8,6486,Ingen
Smiskaret 89,46/106/0/0,8125000,70,640000,5047500,1.8,9085,Ingen
Smiskaret 91,46/107/0/0,5886000,70,320000,3800200,1.8,6840,Ingen
Smiskaret 99,46/108/0/0,6115000,70,640000,3640500,1.8,6552,Ingen
Smiskaret 101,46/109/0/0,5435000,70,320000,3484500,1.8,6272,Ingen
Smiskaret 103,46/110/0/0,7309000,70,640000,4476300,1.8,8057,Ingen
Smiskaret 105,46/111/0/0,5797000,70,320000,3737900,1.8,6728,Ingen
Smiskaret 107,46/112/0/0,6430000,70,640000,3861000,1.8,6949,Ingen
Smiskaret 109,46/113/0/0,5342000,70,320000,3419400,1.8,6154,Ingen
Smiskaret 111,46/114/0/0,5282000,70,640000,3057400,1.8,5503,Ingen
Smiskaret 113,46/115/0/0,5365000,70,320000,3435500,1.8,6183,Ingen
Smiskaret 115,46/116/0/0,6034000,70,640000,3583800,1.8,6450,Ingen
Smiskaret 117,46/117/0/0,5886000,70,320000,3800200,1.8,6840,Ingen
Smiskaret 119,46/118/0/0,5944000,70,320000,3840800,1.8,6913,Ingen
Smiskaret 121,46/119/0/0,7099000,70,640000,4329300,1.8,7792,Ingen
Smiskaret 123,46/120/0/0,4772000,70,320000,3020400,1.8,5436,Ingen
Smiskaret 125,46/121/0/0,5132000,70,640000,2952400,1.8,5314,Ingen
Smiskaret 127,46/122/0/0,5114000,70,320000,3259800,1.8,5867,Ingen
Smiskaret 129,46/123/0/0,4818000,70,320000,3052600,1.8,5494,Ingen
Smiskaret 131,46/124/0/0,6751000,70,640000,4085700,1.8,7354,Ingen
Smiskaret 133,46/125/0/0,6199000,70,320000,4019300,1.8,7234,Ingen
Smiskaret 135,46/126/0/0,4941000,70,320000,3138700,1.8,5649,Ingen
Smiskaret 137,46/127/0/0,5267000,70,320000,3366900,1.8,6060,Ingen
Smiskaret 139,46/128/0/0,5052000,70,320000,3216400,1.8,5789,Ingen
Smiskaret 141,46/129/0/0,4720000,70,320000,2984000,1.8,5371,Ingen
Smiskaret 143,46/130/0/0,4462000,70,320000,2803400,1.8,5046,Ingen
Smiskaret 145,46/131/0/0,5061000,70,640000,2902700,1.8,5224,Ingen
Smiskaret 147,46/132/0/0,6472000,70,320000,4210400,1.8,7578,Ingen
Sjøtrøa 3,46/133/0/0,6870000,70,640000,4169000,1.8,7504,Ingen
Sjøtrøa 1,46/134/0/0,6258000,70,640000,3740600,1.8,6733,Ingen
Smiskaret 18,46/135/0/0,5503000,70,640000,3212100,1.8,5781,Ingen
Smiskaret 20,46/136/0/0,5640000,70,320000,3628000,1.8,6530,Ingen
Smiskaret 22,46/137/0/0,4833000,70,320000,3063100,1.8,5513,Ingen
Smiskaret 24,46/138/0/0,5132000,70,640000,2952400,1.8,5314,Ingen
Smiskaret 26,46/139/0/0,7231000,70,320000,4741700,1.8,8535,Ingen
Smiskaret 34,46/140/0/0,7620000,70,320000,5014000,1.8,9025,Ingen
Smiskaret 36,46/141/0/0,5958000,70,640000,3530600,1.8,6355,Ingen
Smiskaret 38,46/142/0/0,4825000,70,320000,3057500,1.8,5503,Ingen
Smiskaret 48,46/143/0/0,4772000,70,320000,3020400,1.8,5436,Ingen
Smiskaret 50,46/144/0/0,6451000,70,640000,3875700,1.8,6976,Ingen
Smiskaret 52,46/145/0/0,4355000,70,320000,2728500,1.8,4911,Ingen
Smiskaret 54,46/146/0/0,5842000,70,640000,3449400,1.8,6208,Ingen
Smiskaret 56,46/147/0/0,5640000,70,640000,3308000,1.8,5954,Ingen
Smiskaret 58,46/148/0/0,5030000,70,320000,3201000,1.8,5761,Ingen
Smiskaret 60,46/149/0/0,6515000,70,640000,3920500,1.8,7056,Ingen
Smiskaret 62B,46/150/0/1,4396000,70,320000,2757200,1.8,4962,Ingen
Smiskaret 62A,46/150/0/2,4329000,70,320000,2710300,1.8,4878,Ingen
Smiskaret 64,46/151/0/0,5707000,70,640000,3354900,1.8,6038,Ingen
Smiskaret 66,46/152/0/0,6515000,70,640000,3920500,1.8,7056,Ingen
Smiskaret 68,46/153/0/0,6106000,70,320000,3954200,1.8,7117,Ingen
Smiskaret 70,46/154/0/0,6084000,70,640000,3618800,1.8,6513,Ingen
Smiskaret 72,46/155/0/0,4917000,70,320000,3121900,1.8,5619,Ingen
Smiskaret 76,46/157/0/0,5061000,70,320000,3222700,1.8,5800,Ingen
Smiskaret 78,46/158/0/0,4625000,70,320000,2917500,1.8,5251,Ingen
Smiskaret 82,46/159/0/0,5707000,70,640000,3354900,1.8,6038,Ingen
Smiskaret 84,46/160/0/0,5417000,70,320000,3471900,1.8,6249,Ingen
Smiskaret 86A,46/161/0/1,2607000,70,320000,1504900,1.8,2708,Ingen
Smiskaret 86D,46/161/0/2,4559000,70,320000,2871300,1.8,5168,Ingen
Smiskaret 88A,46/162/0/1,3728000,70,320000,2289600,1.8,4121,Ingen
Smiskaret 88D,46/162/0/2,7178000,70,320000,4704600,1.8,8468,Ingen
Smiskaret 90A,46/163/0/1,3055000,70,320000,1818500,1.8,3273,Ingen
Smiskaret 90B,46/163/0/2,2357000,70,320000,1329900,1.8,2393,Ingen
Smiskaret 90D,46/163/0/3,4090000,70,320000,2543000,1.8,4577,Ingen
Smiskaret 90C,46/163/0/4,1925000,70,320000,1027500,1.8,1849,Ingen
Smiskaret 94,46/165/0/0,3811000,70,320000,2347700,1.8,4225,Ingen
Smiskaret 100,46/168/0/0,5108000,70,320000,3255600,1.8,5860,Ingen
Smiskaret 102,46/169/0/0,7309000,70,320000,4796300,1.8,8633,Ingen
Smiskaret 104,46/170/0/0,5458000,70,320000,3500600,1.8,6301,Ingen
Smiskaret 106,46/171/0/0,5079000,70,640000,2915300,1.8,5247,Ingen
Smiskaret 108,46/172/0/0,7152000,70,320000,4686400,1.8,8435,Ingen
Smiskaret 110A,46/173/0/1,3661000,70,320000,2242700,1.8,4036,Ingen
Smiskaret 110B,46/173/0/2,3661000,70,320000,2242700,1.8,4036,Ingen
Tillegg Til 46/34 0,46/179/0/0,45000,100,0,45000,1.8,81,Ingen
Kindsethvegen 2,46/181/0/0,7542000,70,640000,4639400,1.8,8350,Ingen
Kindsethvegen 4,46/182/0/0,7231000,70,640000,4421700,1.8,7959,Ingen
Kindsethvegen 6,46/183/0/0,6560000,70,320000,4272000,1.8,7689,Ingen
Kindsethvegen 8,46/184/0/0,8273000,70,640000,5151100,1.8,9271,Ingen
Kindsethvegen 10,46/185/0/0,5145000,70,320000,3281500,1.8,5906,Ingen
Kindsethvegen 12,46/186/0/0,6642000,70,320000,4329400,1.8,7792,Ingen
Kindsethvegen 14,46/187/0/0,6143000,70,320000,3980100,1.8,7164,Ingen
Kindsethvegen 16,46/188/0/0,5176000,70,320000,3303200,1.8,5945,Ingen
Kindsethvegen 18,46/189/0/0,3596000,70,640000,1877200,1.8,3378,Ingen
Kindsethvegen 20,46/190/0/0,5798000,70,320000,3738600,1.8,6729,Ingen
Kindsethvegen 1 0,46/191/0/0,384000,100,0,384000,1.8,691,Ingen
Kindsethvegen 3,46/192/0/0,5566000,70,320000,3576200,1.8,6437,Ingen
Kindsethvegen 5,46/193/0/0,5742000,70,320000,3699400,1.8,6658,Ingen
Kindsethvegen 7,46/194/0/0,4960000,70,320000,3152000,1.8,5673,Ingen
Kindsethvegen 9A,46/195/0/0,5114000,70,320000,3259800,1.8,5867,Ingen
Kindsethvegen 11,46/196/0/0,8298000,70,320000,5488600,1.8,9879,Ingen
Kindsethvegen 21,46/197/0/0,9563000,70,640000,6054100,1.8,10897,Ingen
Bjørnmyra 2A,46/198/0/0,5176000,70,320000,3303200,1.8,5945,Ingen
Bjørnmyra 4A,46/199/0/0,4548000,70,320000,2863600,1.8,5154,Ingen
Bjørnmyra 6A,46/200/0/0,4708000,70,320000,2975600,1.8,5356,Ingen
Bjørnmyra 8,46/201/0/0,4418000,70,320000,2772600,1.8,4990,Ingen
Bjørnmyra 10,46/202/0/0,6533000,70,320000,4253100,1.8,7655,Ingen
Bjørnmyra 12,46/203/0/0,6886000,70,320000,4500200,1.8,8100,Ingen
Bjørnmyra 14,46/204/0/0,5857000,70,320000,3779900,1.8,6803,Ingen
Bjørnmyra 16,46/205/0/0,5857000,70,320000,3779900,1.8,6803,Ingen
Bjørnmyra 34,46/206/0/0,6143000,70,320000,3980100,1.8,7164,Ingen
Bjørnmyra 36A,46/207/0/0,6422000,70,320000,4175400,1.8,7515,Ingen
Bjørnmyra 38A,46/208/0/0,5683000,70,320000,3658100,1.8,6584,Ingen
Bjørnmyra 40,46/209/0/0,5477000,70,320000,3513900,1.8,6325,Ingen
Myrvegen 18,46/210/0/0,6505000,70,320000,4233500,1.8,7620,Ingen
Myrvegen 20,46/211/0/0,6450000,70,640000,3875000,1.8,6975,Ingen
Myrvegen 22,46/212/0/0,7231000,70,320000,4741700,1.8,8535,Ingen
Myrvegen 24,46/213/0/0,7823000,70,320000,5156100,1.8,9280,Ingen
Myrvegen 26,46/214/0/0,7178000,70,320000,4704600,1.8,8468,Ingen
Myrvegen 28,46/215/0/0,8737000,70,320000,5795900,1.8,10432,Ingen
Myrvegen 30,46/216/0/0,6669000,70,320000,4348300,1.8,7826,Ingen
Myrvegen 32,46/217/0/0,5683000,70,320000,3658100,1.8,6584,Ingen
Myrvegen 34,46/218/0/0,7019000,70,320000,4593300,1.8,8267,Ingen
Myrvegen 36,46/219/0/0,6339000,70,320000,4117300,1.8,7411,Ingen
Myrvegen 38,46/220/0/0,4244000,70,320000,2650800,1.8,4771,Ingen
Myrvegen 40,46/221/0/0,5536000,70,320000,3555200,1.8,6399,Ingen
Myrvegen 42,46/222/0/0,4612000,70,320000,2908400,1.8,5235,Ingen
Myrvegen 44,46/223/0/0,5053000,70,320000,3217100,1.8,5790,Ingen
Myrvegen 46,46/224/0/0,5506000,70,320000,3534200,1.8,6361,Ingen
Myrvegen 48,46/225/0/0,5114000,70,320000,3259800,1.8,5867,Ingen
Myrvegen 39,46/226/0/0,4803000,70,320000,3042100,1.8,5475,Ingen
Myrvegen 49,46/227/0/0,7361000,70,320000,4832700,1.8,8698,Ingen
Smiskaret 96A,46/228/0/0,4244000,70,320000,2650800,1.8,4771,Ingen
Smiskaret 96B,46/229/0/0,3882000,70,320000,2397400,1.8,4315,Ingen
Smiskaret 98A,46/230/0/0,3882000,70,320000,2397400,1.8,4315,Ingen
Smiskaret 98B,46/231/0/0,3882000,70,320000,2397400,1.8,4315,Ingen
Smiskaret 98C,46/232/0/0,3882000,70,320000,2397400,1.8,4315,Ingen
Smiskaret 87A,46/233/0/0,4103000,70,320000,2552100,1.8,4593,Ingen
Smiskaret 87B,46/234/0/0,4103000,70,320000,2552100,1.8,4593,Ingen
Smiskaret 87C,46/235/0/0,3786000,70,320000,2330200,1.8,4194,Ingen
Smiskaret 87D,46/236/0/0,3882000,70,320000,2397400,1.8,4315,Ingen
Smiskaret 87E,46/237/0/0,3939000,70,320000,2437300,1.8,4387,Ingen
Myrvegen 10,46/238/0/0,5506000,70,320000,3534200,1.8,6361,Ingen
Myrvegen 6,46/241/0/0,6255000,70,320000,4058500,1.8,7305,Ingen
Bjørnmyra 9,46/242/0/0,6199000,70,320000,4019300,1.8,7234,Ingen
Essotomta 0,46/243/0/0,0,100,0,0,4.0,0,Ingen
Kindsethvegen 1A,46/244/0/0,4701000,70,320000,2970700,1.8,5347,Ingen
Kindsethvegen 1B,46/245/0/0,4478000,70,320000,2814600,1.8,5066,Ingen
Myrvegen 12,46/246/0/0,6588000,70,320000,4291600,1.8,7724,Ingen
"Linjegrunn, Nordlandbanen 0",46/247/0/0,0,100,0,0,4.0,0,Ingen
Bjørnmyra 49A,46/248/0/0,2953000,70,320000,1747100,1.8,3144,Ingen
Myrvegen 2,46/249/0/0,4049000,70,320000,2514300,1.8,4525,Ingen
Myrvegen 4,46/250/0/0,5022000,70,320000,3195400,1.8,5751,Ingen
Myrvegen 8,46/251/0/0,3976000,70,320000,2463200,1.8,4433,Ingen
Myrvegen 14,46/252/0/0,3939000,70,320000,2437300,1.8,4387,Ingen
Myrvegen 16,46/253/0/0,3939000,70,320000,2437300,1.8,4387,Ingen
Bjørnmyra 49B,46/254/0/0,2953000,70,320000,1747100,1.8,3144,Ingen
Bjørnmyra 51A,46/255/0/0,3055000,70,320000,1818500,1.8,3273,Ingen
Bjørnmyra 51B,46/256/0/0,3257000,70,320000,1959900,1.8,3527,Ingen
Bjørnmyra 25,46/257/0/0,6086000,70,320000,3940200,1.8,7092,Ingen
Bjørnmyra 27,46/258/0/0,5566000,70,640000,3256200,1.8,5861,Ingen
Bjørnmyra 29,46/259/0/0,4685000,70,320000,2959500,1.8,5327,Ingen
Bjørnmyra 31,46/260/0/0,6450000,70,320000,4195000,1.8,7551,Ingen
Bjørnmyra 41,46/261/0/0,5915000,70,320000,3820500,1.8,6876,Ingen
Bjørnmyra 43,46/262/0/0,5197000,70,320000,3317900,1.8,5972,Ingen
Bjørnmyra 7,46/263/0/0,4740000,70,320000,2998000,1.8,5396,Ingen
Bjørnmyra 5,46/264/0/0,5114000,70,320000,3259800,1.8,5867,Ingen
Bjørnmyra 3,46/265/0/0,4067000,70,320000,2526900,1.8,4548,Ingen
Bjørnmyra 1A,46/266/0/0,5114000,70,320000,3259800,1.8,5867,Ingen
Bjørnmyra 35,46/267/0/0,6115000,70,320000,3960500,1.8,7128,Ingen
Bjørnmyra 33A,46/268/0/0,5800000,70,320000,3740000,1.8,6732,Ingen
Bjørnmyra 39A,46/269/0/1,3055000,70,320000,1818500,1.8,3273,Ingen
Bjørnmyra 37A,46/269/0/2,3524000,70,320000,2146800,1.8,3864,Ingen
Bjørnmyra 39B,46/269/0/3,3291000,70,320000,1983700,1.8,3570,Ingen
Bjørnmyra 37B,46/269/0/4,3291000,70,320000,1983700,1.8,3570,Ingen
Bjørnmyra 17,46/271/0/0,5829000,70,320000,3760300,1.8,6768,Ingen
Bjørnmyra 19,46/272/0/0,4548000,70,320000,2863600,1.8,5154,Ingen
Bjørnmyra 2B,46/273/0/0,4740000,70,320000,2998000,1.8,5396,Ingen
Bjørnmyra 4B,46/274/0/0,5267000,70,320000,3366900,1.8,6060,Ingen
Bjørnmyra 6B,46/275/0/0,4960000,70,320000,3152000,1.8,5673,Ingen
Bjørnmyra 36B,46/276/0/0,5857000,70,320000,3779900,1.8,6803,Ingen
Bjørnmyra 38B,46/277/0/0,5297000,70,320000,3387900,1.8,6098,Ingen
Bjørnmyra 38C,46/278/0/0,4960000,70,320000,3152000,1.8,5673,Ingen
Bjørnmyra 1B,46/279/0/0,5145000,70,320000,3281500,1.8,5906,Ingen
Bjørnmyra 33B,46/281/0/0,4740000,70,320000,2998000,1.8,5396,Ingen
Smiskaret 72A,46/282/0/0,8705000,70,640000,5453500,1.8,9816,Ingen
Smiskaret 80C,46/283/0/0,10888000,70,640000,6981600,1.8,12566,Ingen
Bjørnmyra 45,46/284/0/0,6422000,70,320000,4175400,1.8,7515,Ingen
Bjørnmyra 47,46/285/0/0,5145000,70,320000,3281500,1.8,5906,Ingen
Myrvegen 41,46/286/0/0,5771000,70,320000,3719700,1.8,6695,Ingen
Myrvegen 43,46/287/0/0,6311000,70,320000,4097700,1.8,7375,Ingen
Myrvegen 45,46/288/0/0,5006000,70,320000,3184200,1.8,5731,Ingen
Myrvegen 47,46/289/0/0,5800000,70,320000,3740000,1.8,6732,Ingen
Bjørnmyra 11,46/290/0/0,3892000,70,320000,2404400,1.8,4327,Ingen
Bjørnmyra 13,46/291/0/0,3790000,70,320000,2333000,1.8,4199,Ingen
Bjørnmyra 15,46/292/0/0,4543000,70,320000,2860100,1.8,5148,Ingen
Bjørnmyra 21A,46/293/0/1,3021000,70,320000,1794700,1.8,3230,Ingen
Bjørnmyra 21B,46/293/0/2,3021000,70,320000,1794700,1.8,3230,Ingen
Bjørnmyra 23A,46/293/0/3,2885000,70,320000,1699500,1.8,3059,Ingen
Bjørnmyra 23B,46/293/0/4,3307000,70,320000,1994900,1.8,3590,Ingen
Myrvegen 50,46/295/0/0,5886000,70,320000,3800200,1.8,6840,Ingen
Kindsethvegen 9B,46/298/0/0,4644000,70,320000,2930800,1.8,5275,Ingen
Stavsjøvegen 31,46/301/0/0,11516000,100,0,11516000,4.0,46064,Ingen
Smiskaret 12A,46/302/0/0,5084000,70,640000,2918800,1.8,5253,Ingen
Smiskaret 86B,46/303/0/3,2571000,70,320000,1479700,1.8,2663,Ingen
Smiskaret 86C,46/303/0/4,5297000,70,320000,3387900,1.8,6098,Ingen
Smiskaret 88B,46/304/0/1,3786000,70,320000,2330200,1.8,4194,Ingen
Smiskaret 88C,46/304/0/2,4346000,70,320000,2722200,1.8,4899,Ingen
Svehøgda 1,46/305/0/0,7361000,70,640000,4512700,1.8,8122,Ingen
Svehøgda 3,46/306/0/0,6505000,70,320000,4233500,1.8,7620,Ingen
Svehøgda 5,46/307/0/0,8249000,70,640000,5134300,1.8,9241,Ingen
Svehøgda 7,46/308/0/0,7798000,70,320000,5138600,1.8,9249,Ingen
Svehøgda 9,46/309/0/0,7491000,70,640000,4603700,1.8,8286,Ingen
Svehøgda 11,46/310/0/0,4874000,70,640000,2771800,1.8,4989,Ingen
Svehøgda 13,46/311/0/0,7491000,70,320000,4923700,1.8,8862,Ingen
Svehøgda 15,46/312/0/0,6143000,70,320000,3980100,1.8,7164,Ingen
Svehøgda 17,46/313/0/0,6966000,70,640000,4236200,1.8,7625,Ingen
Svehøgda 19,46/314/0/0,7283000,70,640000,4458100,1.8,8024,Ingen
Svehøgda 21,46/315/0/0,5829000,70,640000,3440300,1.8,6192,Ingen
Svehøgda 23,46/316/0/0,8000000,70,640000,4960000,1.8,8928,Ingen
Svehøgda 25,46/317/0/0,7696000,70,320000,5067200,1.8,9120,Ingen
Svehøgda 27,46/318/0/0,8174000,70,640000,5081800,1.8,9147,Ingen
Svehøgda 29,46/319/0/0,5972000,70,320000,3860400,1.8,6948,Ingen
Svehøgda 31,46/320/0/0,6143000,70,640000,3660100,1.8,6588,Ingen
Svehøgda 33,46/321/0/0,6311000,70,320000,4097700,1.8,7375,Ingen
Svehøgda 35,46/322/0/0,7335000,70,320000,4814500,1.8,8666,Ingen
Svehøgda 37,46/323/0/0,6029000,70,320000,3900300,1.8,7020,Ingen
Smiskaret 13B,46/326/0/0,4883000,70,320000,3098100,1.8,5576,Ingen
Svehøgda 14,46/328/0/0,5857000,70,320000,3779900,1.8,6803,Ingen
Svehøgda 16,46/329/0/0,5447000,70,320000,3492900,1.8,6287,Ingen
Svehøgda 18,46/330/0/0,5506000,70,320000,3534200,1.8,6361,Ingen
Svehøgda 20,46/331/0/0,5447000,70,320000,3492900,1.8,6287,Ingen
Svehøgda 22,46/332/0/0,4781000,70,320000,3026700,1.8,5448,Ingen
Svehøgda 24,46/333/0/0,5857000,70,320000,3779900,1.8,6803,Ingen
Svehøgda 135,46/335/0/0,6697000,70,640000,4047900,1.8,7286,Ingen
Svehøgda 137,46/336/0/0,4750000,70,320000,3005000,1.8,5409,Ingen
Svehøgda 139,46/337/0/0,6001000,70,320000,3880700,1.8,6985,Ingen
Svehøgda 141,46/338/0/0,7257000,70,320000,4759900,1.8,8567,Ingen
Svehøgda 143,46/339/0/0,8224000,70,320000,5436800,1.8,9786,Ingen
Svehøgda 145,46/340/0/0,7335000,70,640000,4494500,1.8,8090,Ingen
Svehøgda 147,46/341/0/0,6697000,70,320000,4367900,1.8,7862,Ingen
Svehøgda 149,46/342/0/0,6143000,70,320000,3980100,1.8,7164,Ingen
Svehøgda 151,46/343/0/0,6283000,70,320000,4078100,1.8,7340,Ingen
Svehøgda 153,46/344/0/0,5114000,70,320000,3259800,1.8,5867,Ingen
Svehøgda 155,46/345/0/0,5447000,70,320000,3492900,1.8,6287,Ingen
Svehøgda 157,46/346/0/0,5267000,70,320000,3366900,1.8,6060,Ingen
Svehøgda 138,46/347/0/0,5857000,70,320000,3779900,1.8,6803,Ingen
Svehøgda 159,46/348/0/0,5625000,70,320000,3617500,1.8,6511,Ingen
Svehøgda 140,46/349/0/0,7823000,70,640000,4836100,1.8,8704,Ingen
Svehøgda 161,46/350/0/0,6912000,70,320000,4518400,1.8,8133,Ingen
Svehøgda 142,46/351/0/0,7568000,70,320000,4977600,1.8,8959,Ingen
Svehøgda 163,46/352/0/0,7798000,70,640000,4818600,1.8,8673,Ingen
Svehøgda 144,46/353/0/0,4803000,70,320000,3042100,1.8,5475,Ingen
Svehøgda 165,46/354/0/0,5566000,70,640000,3256200,1.8,5861,Ingen
Svehøgda 146,46/355/0/0,7046000,70,640000,4292200,1.8,7725,Ingen
Svehøgda 167,46/356/0/0,4216000,70,320000,2631200,1.8,4736,Ingen
Svehøgda 148,46/357/0/0,6001000,70,320000,3880700,1.8,6985,Ingen
Svehøgda 171,46/358/0/0,6311000,70,320000,4097700,1.8,7375,Ingen
Svehøgda 150,46/359/0/0,5991000,70,320000,3873700,1.8,6972,Ingen
Svehøgda 156,46/360/0/0,6732000,70,640000,4072400,1.8,7330,Ingen
Svehøgda 160,46/361/0/0,6283000,70,320000,4078100,1.8,7340,Ingen
Svehøgda 162,46/362/0/0,6001000,70,320000,3880700,1.8,6985,Ingen
Svehøgda 166,46/363/0/0,6171000,70,320000,3999700,1.8,7199,Ingen
Svehøgda 136,46/365/0/0,5327000,70,320000,3408900,1.8,6136,Ingen
Dalabakkan 49,46/366/0/0,34525000,100,0,34525000,4.0,138100,Ingen
Svehøgda 6,46/367/0/0,4732000,70,320000,2992400,1.8,5386,Ingen
Svehøgda 154,46/368/0/0,5206000,70,640000,3004200,1.8,5407,Ingen
Svehøgda 2,46/369/0/0,4670000,70,320000,2949000,1.8,5308,Ingen
Svehøgda 4,46/370/0/0,4670000,70,320000,2949000,1.8,5308,Ingen
Svehøgda 8,46/371/0/0,4716000,70,320000,2981200,1.8,5366,Ingen
Svehøgda 10,46/372/0/0,4607000,70,320000,2904900,1.8,5228,Ingen
Svehøgda 12,46/373/0/0,4972000,70,320000,3160400,1.8,5688,Ingen
Svehøgda 74,46/374/0/0,5829000,70,320000,3760300,1.8,6768,Ingen
Svehøgda 72,46/375/0/0,6533000,70,320000,4253100,1.8,7655,Ingen
Svehøgda 96,46/376/0/0,6697000,70,320000,4367900,1.8,7862,Ingen
Svehøgda 94,46/377/0/0,11299000,70,640000,7269300,1.8,13084,Ingen
Svehøgda 92,46/378/0/0,8833000,70,320000,5863100,1.8,10553,Ingen
Svehøgda 90,46/379/0/0,7046000,70,320000,4612200,1.8,8301,Ingen
Svehøgda 88,46/380/0/0,8107000,70,320000,5354900,1.8,9638,Ingen
Svehøgda 86,46/381/0/0,9418000,70,640000,5952600,1.8,10714,Ingen
Svehøgda 84,46/382/0/0,10736000,70,640000,6875200,1.8,12375,Ingen
Svehøgda 76,46/383/0/0,5915000,70,320000,3820500,1.8,6876,Ingen
Svehøgda 78,46/384/0/0,10314000,70,640000,6579800,1.8,11843,Ingen
Svehøgda 80,46/385/0/0,5206000,70,320000,3324200,1.8,5983,Ingen
Svehøgda 82,46/386/0/0,10358000,70,320000,6930600,1.8,12475,Ingen
Svehøgda 164,46/387/0/0,6335000,70,320000,4114500,1.8,7406,Ingen
Svehøgda 152,46/388/0/0,5683000,70,320000,3658100,1.8,6584,Ingen
Svehøgda 50,46/390/0/0,5417000,70,320000,3471900,1.8,6249,Ingen
Svehøgda 52,46/391/0/0,4682000,70,320000,2957400,1.8,5323,Ingen
Svehøgda 54,46/392/0/0,5857000,70,320000,3779900,1.8,6803,Ingen
Svehøgda 56,46/393/0/0,5617000,70,640000,3291900,1.8,5925,Ingen
Svehøgda 58,46/394/0/0,5972000,70,320000,3860400,1.8,6948,Ingen
Svehøgda 60,46/395/0/0,5771000,70,320000,3719700,1.8,6695,Ingen
Svehøgda 62,46/396/0/0,5915000,70,320000,3820500,1.8,6876,Ingen
Svehøgda 64,46/397/0/0,5944000,70,320000,3840800,1.8,6913,Ingen
